date,symbol,gap_percentage,previous_close,open,high,low,close,volume,dollar_change
2024-12-31 05:00:00+00:00,COEP,1706.45,0.15,2.8,6.15,2.31,5.5,5083261,2.65
2024-11-22 05:00:00+00:00,XTKG,1705.56,0.11,1.95,2.14,1.62,2.11,298141,1.84
2023-07-05 04:00:00+00:00,BFRI,1703.7,0.54,9.74,10.83,9.14,9.46,140279,9.2
2024-05-01 04:00:00+00:00,RCON,1684.58,0.09,1.69,1.99,1.38,1.72,255367,1.6
2023-07-28 04:00:00+00:00,KPLT,1677.63,0.76,13.51,19.69,13.51,19.09,193221,12.75
2023-10-03 04:00:00+00:00,VCSA,1676.09,0.46,8.17,9.5,8.17,9.19,150559,7.71
2024-03-25 04:00:00+00:00,INTZ,1673.7,0.23,4.06,4.28,3.27,3.74,106465,3.83
2024-06-17 04:00:00+00:00,WKHS,1673.33,0.15,2.66,2.83,2.12,2.21,2523258,2.51
2024-08-22 04:00:00+00:00,SPCB,1664.05,0.18,3.17,3.79,2.93,3.68,521445,2.99
2024-11-15 05:00:00+00:00,TPET,1659.26,0.1,1.71,2.25,1.42,1.58,719048,1.61
2023-10-16 04:00:00+00:00,AQB,1656.1,0.2,3.6,4.32,3.6,4.17,107689,3.4
2024-02-28 05:00:00+00:00,ATNF,1653.85,0.2,3.42,3.9,3.0,3.15,143011,3.23
2023-09-21 04:00:00+00:00,SOND,1653.29,0.32,5.6,6.11,5.6,5.77,169460,5.28
2023-02-10 05:00:00+00:00,INBS,1648.33,0.6,10.49,11.29,9.1,9.1,125091,9.89
2023-05-11 04:00:00+00:00,HEPA,1647.28,0.53,9.32,9.5,8.16,8.27,124721,8.79
2023-07-26 04:00:00+00:00,BNTC,1647.05,0.2,3.55,5.49,3.2,3.53,5897758,3.35
2023-07-10 04:00:00+00:00,JZXN,1629.03,0.15,2.68,2.9,2.47,2.87,143671,2.53
2023-08-24 04:00:00+00:00,BTCT,1627.81,0.17,2.92,3.21,2.38,2.42,236439,2.75
2023-10-17 04:00:00+00:00,ISPO,1627.64,0.25,4.25,5.49,4.2,4.84,159649,4.0
2024-10-28 04:00:00+00:00,ALBT,1617.39,0.23,3.95,4.6,3.71,4.3,942905,3.72
2024-01-22 05:00:00+00:00,PCSA,1615.56,0.23,3.86,3.91,2.44,2.5,712090,3.63
2024-06-27 04:00:00+00:00,YYAI,1612.03,0.42,7.17,8.73,7.17,8.52,183531,6.75
2024-10-10 04:00:00+00:00,WLDS,1611.79,0.23,3.92,4.38,3.92,4.15,129037,3.69
2024-04-23 04:00:00+00:00,ZAPP,1611.71,0.22,3.8,6.41,3.72,4.51,378468,3.58
2024-08-02 04:00:00+00:00,SYTA,1604.46,0.26,4.51,5.27,4.08,4.5,282800,4.25
2023-12-29 05:00:00+00:00,VS,1596.83,0.18,3.0,3.24,2.56,3.03,1664634,2.82
2024-04-02 04:00:00+00:00,XXII,1591.67,0.12,2.03,2.22,1.71,1.95,204631,1.91
2024-08-26 04:00:00+00:00,BCAN,1579.2,0.53,8.93,8.95,7.84,8.33,178577,8.4
2023-12-21 05:00:00+00:00,BKYI,1578.41,0.16,2.62,3.48,2.62,3.0,239017,2.46
2024-06-12 04:00:00+00:00,SUNE,1573.04,0.1,1.75,1.76,1.41,1.6,2643937,1.65
2024-04-10 04:00:00+00:00,NUTX,1553.85,0.08,1.29,1.41,0.93,0.98,2319748,1.21
2023-08-17 04:00:00+00:00,AKTX,1541.95,0.19,3.1,3.8,2.96,3.1,209763,2.91
2024-10-25 04:00:00+00:00,AMIX,1510.1,0.49,7.97,8.88,7.51,7.71,137513,7.47
2023-06-22 04:00:00+00:00,SCNX,1503.59,0.37,5.89,11.54,5.86,7.3,7292221,5.52
2023-09-29 04:00:00+00:00,CRIS,1478.95,0.38,6.0,7.43,6.0,6.59,205419,5.62
2023-12-18 05:00:00+00:00,CYCC,1455.56,0.24,3.71,4.38,3.4,3.69,337075,3.47
2024-11-27 05:00:00+00:00,UBXG,1450.72,0.28,4.28,4.3,3.04,3.91,348404,4.0
2023-05-12 04:00:00+00:00,LPCN,1436.84,0.28,4.38,4.63,4.0,4.31,187370,4.09
2024-12-31 05:00:00+00:00,OPTN,1429.9,0.41,6.32,6.97,5.71,6.68,192414,5.91
2024-04-08 04:00:00+00:00,PALI,1404.74,0.37,5.56,7.28,5.0,6.03,802120,5.19
2023-06-13 04:00:00+00:00,OPAD,1401.82,0.52,7.82,8.78,7.76,8.37,203661,7.3
2023-11-20 05:00:00+00:00,IFBD,1395.05,0.1,1.51,1.84,1.47,1.65,355648,1.41
2024-08-12 04:00:00+00:00,SXTP,1389.82,0.09,1.39,2.2,1.18,1.62,13169177,1.3
2023-09-12 04:00:00+00:00,DNTH,1386.56,0.7,10.4,11.0,9.77,11.0,100523,9.7
2024-03-08 05:00:00+00:00,CISO,1386.34,0.09,1.36,1.42,1.13,1.25,502550,1.27
2024-10-08 04:00:00+00:00,AGFY,1382.93,0.2,3.04,3.75,2.83,3.22,176041,2.83
2023-04-04 04:00:00+00:00,MBIO,1370.32,0.33,4.78,4.95,4.35,4.49,108129,4.45
2024-05-16 04:00:00+00:00,DRMA,1369.7,0.33,4.85,5.79,4.26,5.2,133707,4.52
2023-04-28 04:00:00+00:00,IMPP,1369.36,0.17,2.47,2.69,2.36,2.65,783249,2.3
2024-10-01 04:00:00+00:00,BCLI,1363.31,0.23,3.37,3.71,3.14,3.25,103916,3.14
2024-06-17 04:00:00+00:00,SPCE,1360.07,0.68,10.0,12.72,9.1,11.7,3986730,9.32
2024-10-24 04:00:00+00:00,CTNT,1357.23,0.19,2.76,3.61,2.61,3.09,692278,2.57
2024-12-06 05:00:00+00:00,ENSC,1351.65,0.48,7.01,8.69,6.75,8.19,227602,6.53
2024-11-26 05:00:00+00:00,GMM,1345.41,0.23,3.31,4.01,3.04,3.59,266913,3.08
2024-08-20 04:00:00+00:00,CVKD,1344.91,0.4,5.81,7.97,5.7,7.18,223175,5.41
2024-04-22 04:00:00+00:00,WINT,1336.51,0.34,4.91,5.95,4.91,5.45,197945,4.57
2024-10-16 04:00:00+00:00,MGRX,1332.62,0.18,2.53,2.8,2.39,2.47,215816,2.35
2023-11-17 05:00:00+00:00,SNES,1332.51,0.18,2.6,3.08,2.27,2.34,2158637,2.42
2024-10-29 04:00:00+00:00,MOVE,1330.72,0.27,3.8,4.59,3.72,4.42,179935,3.53
2023-02-15 05:00:00+00:00,ECOR,1329.08,0.28,4.0,4.47,3.79,4.0,164391,3.72
2024-11-21 05:00:00+00:00,LAZR,1327.44,0.76,10.84,11.27,9.51,10.86,2326555,10.08
2024-01-31 05:00:00+00:00,GOVX,1326.37,0.26,3.71,4.33,3.25,3.33,124501,3.45
2023-03-14 04:00:00+00:00,DRMA,1325.59,0.24,3.42,3.8,3.03,3.22,129626,3.18
2023-07-05 04:00:00+00:00,XXII,1319.46,0.3,4.23,4.23,3.65,3.76,1001625,3.93
2023-08-04 04:00:00+00:00,DUO,1315.79,0.19,2.69,2.89,2.15,2.62,1369612,2.5
2024-05-01 04:00:00+00:00,SOPA,1313.88,0.12,1.65,1.94,1.63,1.81,173592,1.53
2024-10-31 04:00:00+00:00,STBX,1310.76,0.13,1.81,1.84,1.4,1.56,470590,1.68
2023-12-07 05:00:00+00:00,PAVM,1310.14,0.22,3.06,3.5,2.8,2.9,172114,2.84
2023-10-10 04:00:00+00:00,FBIO,1308.11,0.29,4.03,4.64,4.02,4.49,146496,3.74
2023-11-29 05:00:00+00:00,PRAX,1306.36,1.1,15.47,18.06,15.01,17.43,126283,14.37
2024-12-13 05:00:00+00:00,MNTS,1302.14,0.37,5.23,6.5,4.5,5.92,403358,4.86
2023-06-02 04:00:00+00:00,ELTX,1300.0,1.0,14.0,24.39,10.53,18.14,815077,13.0
2024-11-18 05:00:00+00:00,UPC,1293.03,0.14,1.96,2.28,1.81,2.15,149255,1.82
2023-01-26 05:00:00+00:00,PHIO,1291.8,0.51,7.03,7.09,6.01,6.85,233719,6.52
2023-05-12 04:00:00+00:00,VERO,1286.67,0.23,3.12,4.7,3.09,4.28,382798,2.9
2023-10-11 04:00:00+00:00,WORX,1281.38,0.2,2.76,2.9,2.34,2.36,135872,2.56
2024-05-28 04:00:00+00:00,THAR,1277.5,0.3,4.2,4.58,4.15,4.57,100461,3.9
2024-06-18 04:00:00+00:00,GRI,1272.1,0.22,3.02,3.19,2.55,2.94,364898,2.8
2023-07-10 04:00:00+00:00,OWLT,1271.52,0.32,4.43,4.84,4.06,4.69,174186,4.11
2024-02-01 05:00:00+00:00,TCRT,1270.11,0.17,2.31,2.39,1.9,2.03,376080,2.14
2024-09-23 04:00:00+00:00,OTRK,1258.85,0.21,2.84,3.98,2.53,3.35,1073855,2.63
2024-06-06 04:00:00+00:00,SNGX,1254.84,0.31,4.2,4.8,4.01,4.15,136155,3.89
2023-05-15 04:00:00+00:00,GLMD,1254.61,0.33,4.5,4.5,3.43,4.16,171331,4.17
2024-01-23 05:00:00+00:00,DTSS,1249.06,0.11,1.43,2.28,1.42,1.74,918504,1.32
2024-01-29 05:00:00+00:00,INBS,1231.64,0.22,2.92,3.85,2.73,3.13,1135382,2.7
2023-02-23 05:00:00+00:00,RELI,1230.49,0.42,5.62,6.13,4.99,5.14,142269,5.2
2024-12-24 05:00:00+00:00,CLEU,1227.16,0.16,2.15,2.81,2.11,2.7,330945,1.99
2023-10-31 04:00:00+00:00,ALZN,1225.12,0.13,1.72,2.03,1.72,1.75,110263,1.59
2025-01-06 05:00:00+00:00,IDAI,1215.79,0.57,7.5,8.96,7.0,8.26,564683,6.93
2023-11-30 05:00:00+00:00,UK,1211.11,0.45,5.9,6.85,3.57,4.1,436993,5.45
2024-08-26 04:00:00+00:00,GWH,1192.43,0.55,7.12,8.44,7.12,8.44,195763,6.57
2023-09-28 04:00:00+00:00,SYBX,1190.32,0.28,3.6,5.71,2.96,3.16,310700,3.32
2023-08-07 04:00:00+00:00,VTGN,1185.71,1.68,21.6,24.71,10.7,13.05,53916434,19.92
2023-09-15 04:00:00+00:00,KXIN,1181.11,0.22,2.78,3.08,2.64,3.06,128218,2.56
2023-08-25 04:00:00+00:00,NIXX,1154.4,0.14,1.78,1.98,1.72,1.84,171405,1.64
2023-07-03 04:00:00+00:00,PRFX,1138.84,0.55,6.8,7.22,5.64,6.44,2354060,6.25
2024-03-08 05:00:00+00:00,PGY,1134.67,1.5,18.52,20.0,17.16,18.3,1877812,17.02
2023-07-18 04:00:00+00:00,QNRX,1134.02,0.56,6.95,7.75,5.8,6.66,549502,6.39
2023-11-07 05:00:00+00:00,FOXO,1134.02,0.06,0.72,0.85,0.45,0.48,634691,0.66
2024-03-08 05:00:00+00:00,GXAI,1128.58,0.51,6.31,6.54,5.33,6.33,300224,5.8
2024-11-04 05:00:00+00:00,MAGN,1108.56,1.74,21.03,22.8,20.07,21.05,339306,19.29
2024-01-25 05:00:00+00:00,INO,1098.27,0.58,6.92,7.14,5.87,6.79,868696,6.34
2023-09-29 04:00:00+00:00,TOPS,1095.15,0.59,7.0,7.31,6.49,7.14,223419,6.41
2024-09-30 04:00:00+00:00,LXEH,1088.68,0.27,3.15,4.21,3.15,4.11,799401,2.88
2024-10-23 04:00:00+00:00,KWE,1082.89,0.12,1.41,3.03,1.3,2.53,6954871,1.29
2024-12-31 05:00:00+00:00,CARA,1077.46,0.35,4.18,6.36,4.15,6.12,334082,3.82
2023-06-01 04:00:00+00:00,VSTM,1071.57,1.02,11.95,12.47,11.03,12.06,295128,10.93
2023-08-18 04:00:00+00:00,WHLR,1068.86,0.4,4.7,6.0,4.0,4.05,1271408,4.3
2024-11-20 05:00:00+00:00,JFBR,1060.0,0.2,2.32,3.08,2.31,2.92,276902,2.12
2024-08-16 04:00:00+00:00,GNS,1053.28,0.14,1.58,1.7,1.13,1.37,1715555,1.44
2023-12-15 05:00:00+00:00,HUBC,1037.25,0.2,2.32,2.43,2.11,2.3,1047733,2.12
2024-08-22 04:00:00+00:00,VMAR,1030.0,0.4,4.52,4.72,4.01,4.2,277010,4.12
2025-01-06 05:00:00+00:00,RGF,1007.02,0.3,3.31,3.86,1.13,1.25,1473505,3.01
2024-03-22 04:00:00+00:00,ATER,1004.57,0.27,3.0,3.95,2.55,3.33,545201,2.73
2024-03-22 04:00:00+00:00,MLGO,1003.53,0.42,4.69,5.05,3.61,4.02,4744907,4.27
2024-08-30 04:00:00+00:00,GLMD,1000.57,0.26,2.9,3.72,2.86,3.38,410871,2.64
2024-12-10 05:00:00+00:00,JL,999.18,0.32,3.48,4.15,2.83,3.13,427325,3.16
2023-10-16 04:00:00+00:00,MIND,983.32,0.47,5.11,5.35,4.12,5.35,183596,4.64
2023-03-31 04:00:00+00:00,ENSC,979.7,0.57,6.11,6.13,4.68,4.86,189020,5.54
2023-07-25 04:00:00+00:00,ABVC,976.92,0.39,4.2,4.2,3.66,3.8,151096,3.81
2024-06-11 04:00:00+00:00,DM,968.59,0.49,5.25,5.25,4.45,4.46,624128,4.76
2023-06-07 04:00:00+00:00,GNLN,965.01,0.31,3.26,3.4,3.01,3.4,101229,2.95
2023-11-02 04:00:00+00:00,TNON,957.58,0.09,0.9,0.94,0.82,0.85,105198,0.81
2023-11-15 05:00:00+00:00,HYMC,952.33,0.18,1.85,2.29,1.63,2.18,722202,1.67
2024-12-31 05:00:00+00:00,OST,946.61,0.23,2.38,3.0,2.2,2.68,1091455,2.15
2023-06-23 04:00:00+00:00,UVXY,943.43,1.98,20.66,21.05,19.91,20.35,7248917,18.68
2024-02-05 05:00:00+00:00,FRGT,935.24,0.23,2.35,2.35,1.89,1.9,278401,2.12
2025-01-06 05:00:00+00:00,CMCT,933.89,0.17,1.8,1.93,1.36,1.68,1273727,1.63
2024-03-21 04:00:00+00:00,ADVM,932.24,1.52,15.69,17.65,14.52,14.75,256677,14.17
2024-10-28 04:00:00+00:00,AHT,928.73,0.56,5.73,6.33,5.31,6.1,121946,5.17
2024-07-15 04:00:00+00:00,CLDI,923.37,0.16,1.62,2.18,1.44,1.75,453499,1.46
2024-03-25 04:00:00+00:00,FNGD,922.66,3.53,36.1,36.35,35.29,35.72,1231495,32.57
2024-07-01 04:00:00+00:00,DARE,920.53,0.34,3.43,4.08,3.25,3.79,219825,3.09
2024-05-29 04:00:00+00:00,GV,916.62,0.36,3.67,4.7,3.67,4.14,199072,3.31
2023-05-05 04:00:00+00:00,GTE,914.23,0.6,6.13,6.56,6.13,6.23,720280,5.53
2023-02-16 05:00:00+00:00,SHIP,913.84,0.53,5.42,5.5,5.16,5.35,376118,4.89
2024-11-20 05:00:00+00:00,ETH,910.62,2.92,29.51,29.6,28.59,28.93,1728234,26.59
2023-03-09 05:00:00+00:00,AKAN,905.63,0.14,1.43,1.47,1.27,1.33,276363,1.29
2024-07-08 04:00:00+00:00,EFSH,905.46,0.22,2.21,2.6,2.21,2.3,133422,1.99
2023-06-06 04:00:00+00:00,WPRT,902.12,0.71,7.09,7.71,6.4,7.28,147991,6.38
2023-06-05 04:00:00+00:00,DPST,901.32,6.05,60.58,61.03,54.11,55.95,1960014,54.53
2023-07-12 04:00:00+00:00,AXDX,901.2,0.75,7.51,8.72,6.86,6.95,163368,6.76
2023-08-07 04:00:00+00:00,BNGO,900.0,0.48,4.85,4.85,4.06,4.67,1490554,4.36
2024-08-09 04:00:00+00:00,CING,900.0,0.24,2.36,2.83,1.82,2.44,504151,2.12
2024-05-06 04:00:00+00:00,OLB,900.0,0.47,4.7,5.22,3.77,3.92,139800,4.23
2023-11-28 05:00:00+00:00,YOSH,900.0,0.39,3.9,5.0,3.5,4.79,286069,3.51
2024-02-29 05:00:00+00:00,CELU,898.98,0.39,3.91,4.38,3.53,3.58,327640,3.52
2024-11-04 05:00:00+00:00,TECS,897.24,5.44,54.25,55.3,53.4,54.53,499587,48.81
2023-08-01 04:00:00+00:00,TAOP,896.43,0.56,5.59,6.0,4.8,4.9,263438,5.03
2023-06-30 04:00:00+00:00,ATXG,895.38,0.65,6.47,12.0,5.58,6.57,4943682,5.82
2023-09-22 04:00:00+00:00,CPTN,894.88,0.39,3.89,4.32,3.5,4.18,155680,3.5
2024-01-24 05:00:00+00:00,INSG,894.3,0.19,1.92,2.86,1.87,2.44,536090,1.73
2024-04-29 04:00:00+00:00,GDXD,892.71,2.47,24.52,25.71,23.86,24.18,328624,22.05
2023-06-12 04:00:00+00:00,CELZ,890.93,0.43,4.26,4.73,4.11,4.42,266343,3.83
2023-09-25 04:00:00+00:00,EJH,890.42,0.09,0.93,0.98,0.9,0.94,528563,0.84
2023-06-21 04:00:00+00:00,LPTX,890.23,0.52,5.17,5.18,4.4,4.46,465955,4.65
2024-06-07 04:00:00+00:00,CEAD,887.42,0.68,6.67,7.2,6.31,6.7,106037,5.99
2024-06-27 04:00:00+00:00,RIGL,887.22,0.79,7.8,10.89,7.71,9.53,1085150,7.01
2024-02-02 05:00:00+00:00,HOLO,887.01,0.19,1.9,1.9,1.68,1.83,168555,1.71
2023-12-04 05:00:00+00:00,TMF,886.56,5.43,53.57,54.14,52.84,53.82,7932714,48.14
2023-08-28 04:00:00+00:00,HIBS,884.93,4.18,41.17,41.17,40.0,40.59,215243,36.99
2024-09-23 04:00:00+00:00,EVTL,884.85,0.66,6.5,6.75,5.51,5.8,124500,5.84
2024-12-02 05:00:00+00:00,FTCI,884.44,0.31,3.1,3.55,3.01,3.43,405816,2.79
2024-07-01 04:00:00+00:00,JDST,883.12,3.85,37.85,38.87,37.37,38.43,1067389,34.0
2023-06-08 04:00:00+00:00,UP,881.99,0.28,2.78,3.2,2.62,3.0,439128,2.5
2023-08-04 04:00:00+00:00,NCMI,880.74,0.34,3.36,3.45,3.12,3.18,247122,3.02
2023-01-27 05:00:00+00:00,MRKR,880.73,0.35,3.46,3.49,2.86,3.12,157583,3.11
2023-04-21 04:00:00+00:00,OUST,880.25,0.4,3.92,4.05,3.59,3.72,996484,3.52
2024-10-24 04:00:00+00:00,NUKK,880.25,0.27,2.68,3.96,2.0,2.53,8042854,2.41
2024-07-10 04:00:00+00:00,HOOK,879.97,0.51,4.99,5.66,4.95,5.5,124156,4.48
2024-11-04 05:00:00+00:00,DUST,878.98,5.28,51.69,53.27,51.57,52.76,325430,46.41
2024-10-18 04:00:00+00:00,SDOT,877.2,0.31,3.0,3.3,2.71,3.16,131826,2.69
2023-10-11 04:00:00+00:00,UVIX,872.98,3.22,31.33,34.31,30.64,30.88,3932642,28.11
2023-05-26 04:00:00+00:00,HCTI,872.43,0.26,2.54,4.0,2.54,3.26,536135,2.28
2024-06-17 04:00:00+00:00,CATX,871.96,1.07,10.4,10.65,9.61,10.34,1591085,9.33
2024-02-16 05:00:00+00:00,SISI,870.8,0.13,1.23,1.55,1.12,1.48,3315828,1.1
2023-03-24 04:00:00+00:00,FRGT,870.59,0.17,1.65,2.25,1.6,1.69,2180327,1.48
2023-04-13 04:00:00+00:00,EJH,870.39,0.06,0.59,0.65,0.48,0.65,1574010,0.53
2024-03-11 04:00:00+00:00,AFMD,867.26,0.61,5.88,6.74,5.28,5.38,201655,5.27
2024-03-28 04:00:00+00:00,DOYU,862.72,0.7,6.74,6.94,6.29,6.59,432359,6.04
2024-04-15 04:00:00+00:00,SOXS,860.8,3.52,33.82,37.19,33.48,36.62,15252290,30.3
2024-01-16 05:00:00+00:00,UXIN,860.59,0.41,3.9,4.01,3.41,3.86,100002,3.49
2024-10-30 04:00:00+00:00,KZR,859.49,0.75,7.2,8.45,6.85,8.19,166352,6.45
2024-12-27 05:00:00+00:00,SYTA,857.69,0.52,4.98,7.07,4.82,6.75,744524,4.46
2024-08-06 04:00:00+00:00,BIVI,849.3,0.29,2.79,2.79,2.07,2.31,356230,2.5
2023-09-20 04:00:00+00:00,DATS,848.72,0.4,3.83,4.24,3.3,3.32,117189,3.43
2024-04-02 04:00:00+00:00,EMKR,848.42,0.35,3.31,3.8,3.25,3.64,121117,2.96
2024-06-26 04:00:00+00:00,STAF,847.87,0.21,2.0,2.29,1.91,1.99,121201,1.79
2023-10-17 04:00:00+00:00,IMTE,846.81,0.19,1.78,1.79,1.33,1.33,178620,1.59
2024-09-10 04:00:00+00:00,SIRI,845.69,2.67,25.25,28.11,24.43,27.38,15696906,22.58
2023-12-20 05:00:00+00:00,CGC,844.78,0.52,4.91,5.56,4.74,4.8,4531337,4.39
2023-02-22 05:00:00+00:00,AMST,843.67,0.34,3.25,3.52,2.62,2.62,500082,2.91
2024-03-27 04:00:00+00:00,CTRM,839.73,0.35,3.29,3.63,3.06,3.57,222603,2.94
2024-04-02 04:00:00+00:00,NRXP,839.05,0.53,4.93,5.25,4.6,5.0,163775,4.4
2024-10-16 04:00:00+00:00,ATNF,837.5,1.52,14.25,17.75,6.3,6.47,89560793,12.73
2023-06-20 04:00:00+00:00,YJ,836.86,0.2,1.84,2.09,1.8,1.91,130124,1.64
2023-03-06 05:00:00+00:00,CPHI,833.54,0.06,0.59,0.69,0.57,0.63,430189,0.53
2024-02-20 05:00:00+00:00,AMBO,833.33,0.3,2.8,3.14,2.16,3.08,428792,2.5
2023-02-13 05:00:00+00:00,TOON,832.79,0.44,4.15,4.2,3.31,3.6,2143676,3.71
2024-02-20 05:00:00+00:00,ACB,828.75,0.39,3.65,3.77,3.41,3.47,1820928,3.26
2023-09-18 04:00:00+00:00,AEHL,825.3,0.33,3.01,3.29,2.82,2.93,109876,2.68
2023-03-08 05:00:00+00:00,CARM,820.8,0.63,5.79,5.88,3.52,3.67,500178,5.16
2024-09-24 04:00:00+00:00,EJH,819.69,0.1,0.94,1.15,0.91,1.13,2397536,0.84
2023-12-18 05:00:00+00:00,VRAX,819.4,0.16,1.46,1.54,1.33,1.4,105593,1.3
2024-05-17 04:00:00+00:00,CTHR,817.28,0.3,2.75,2.85,2.43,2.6,103076,2.45
2023-09-20 04:00:00+00:00,SOGP,817.05,0.43,3.98,4.6,3.64,3.86,300199,3.55
2024-08-26 04:00:00+00:00,PHGE,817.03,0.14,1.26,1.47,1.15,1.33,192263,1.12
2023-05-16 04:00:00+00:00,SDIG,816.71,0.69,6.34,6.7,5.91,5.93,308477,5.65
2024-11-15 05:00:00+00:00,TKLF,814.77,0.35,3.22,3.7,2.2,2.66,281637,2.87
2023-05-16 04:00:00+00:00,GREE,814.71,0.34,3.11,4.05,3.11,3.86,544663,2.77
2024-01-22 05:00:00+00:00,EVAX,807.46,0.67,6.08,6.1,3.36,3.66,212992,5.41
2024-07-18 04:00:00+00:00,TCRT,806.6,0.62,5.62,5.62,4.16,4.28,188504,5.0
2024-07-18 04:00:00+00:00,MGOL,804.68,0.49,4.47,4.59,3.7,3.93,307356,3.98
2023-09-07 04:00:00+00:00,RVYL,804.25,0.69,6.28,6.69,4.72,5.21,321226,5.59
2024-10-28 04:00:00+00:00,KZIA,800.0,0.52,4.68,5.21,4.48,4.66,249608,4.16
2024-04-26 04:00:00+00:00,ZVSA,795.47,0.61,5.44,6.2,4.44,4.99,440523,4.83
2024-11-08 05:00:00+00:00,LIPO,794.57,0.31,2.8,3.48,2.73,3.29,1113937,2.49
2024-07-30 04:00:00+00:00,SPGC,794.27,0.56,4.99,5.13,4.32,4.5,112806,4.43
2024-09-19 04:00:00+00:00,MKFG,788.4,0.18,1.6,2.15,1.57,2.07,378450,1.42
2023-10-11 04:00:00+00:00,TPST,787.87,0.24,2.13,9.77,1.82,9.77,173237259,1.89
2024-11-22 05:00:00+00:00,DFLI,787.69,0.37,3.28,4.39,3.02,4.24,291383,2.91
2024-07-18 04:00:00+00:00,SONM,786.26,0.41,3.67,4.55,3.61,3.91,200526,3.26
2023-08-14 04:00:00+00:00,DBD,782.35,2.72,24.0,25.38,18.57,20.57,485385,21.28
2024-02-02 05:00:00+00:00,BSGM,777.42,0.15,1.36,1.45,1.26,1.34,164530,1.21
2024-11-29 05:00:00+00:00,SLXN,777.19,0.28,2.5,3.0,2.31,2.79,361569,2.21
2024-04-15 04:00:00+00:00,GRRR,770.0,0.6,5.22,5.98,4.97,5.35,675403,4.62
2024-07-15 04:00:00+00:00,VTAK,769.45,0.38,3.33,3.69,2.79,3.12,260902,2.95
2023-05-15 04:00:00+00:00,XBIO,766.67,0.33,2.86,4.91,2.79,3.31,369184,2.53
2025-01-02 05:00:00+00:00,RAIN,766.12,1.21,10.48,10.84,4.91,7.3,277177,9.27
2023-12-08 05:00:00+00:00,CENN,763.35,0.16,1.39,1.45,1.26,1.35,841663,1.23
2023-04-19 04:00:00+00:00,ASNS,761.11,0.36,3.1,5.4,3.1,3.78,426325,2.74
2024-08-09 04:00:00+00:00,VATE,756.82,0.53,4.5,4.79,4.35,4.79,116163,3.97
2024-10-08 04:00:00+00:00,VMAR,752.88,0.5,4.29,4.99,3.6,3.9,582496,3.79
2024-06-18 04:00:00+00:00,FORD,752.16,0.49,4.15,4.28,3.77,4.01,117785,3.66
2024-03-27 04:00:00+00:00,LGVN,749.58,0.34,2.92,3.6,2.92,3.11,124192,2.58
2024-08-05 04:00:00+00:00,GNLN,746.73,0.28,2.37,2.75,2.05,2.16,222781,2.09
2023-08-11 04:00:00+00:00,MULN,740.71,0.11,0.95,1.08,0.87,1.01,49054056,0.84
2023-06-22 04:00:00+00:00,SYRE,740.51,0.11,0.89,0.96,0.41,0.46,255841731,0.79
2024-09-17 04:00:00+00:00,NVVE,735.39,0.49,4.06,4.44,3.51,4.24,432831,3.57
2023-08-24 04:00:00+00:00,AMC,732.14,1.96,16.31,16.6,13.32,14.37,26407969,14.35
2024-11-11 05:00:00+00:00,EFSH,730.91,0.24,2.0,2.44,1.8,1.99,3710141,1.76
2024-04-11 04:00:00+00:00,SMSI,727.27,0.3,2.5,2.5,2.14,2.36,128614,2.2
2024-06-17 04:00:00+00:00,SLRX,723.28,0.42,3.48,3.88,3.36,3.48,179687,3.06
2023-12-11 05:00:00+00:00,SNCR,718.99,0.46,3.76,4.28,3.76,3.97,170695,3.3
2024-12-18 05:00:00+00:00,MTC,718.55,0.22,1.8,1.85,1.49,1.51,863003,1.58
2024-08-23 04:00:00+00:00,AIXI,712.17,0.4,3.23,5.69,3.23,4.31,877571,2.83
2024-09-06 04:00:00+00:00,TNON,705.17,0.6,4.86,5.5,3.36,3.92,393474,4.26
2024-09-09 04:00:00+00:00,BKSY,702.32,0.78,6.23,7.55,6.2,7.05,462604,5.45
2024-04-23 04:00:00+00:00,MYSZ,692.23,0.52,4.08,5.43,3.92,4.15,759958,3.56
2023-10-06 04:00:00+00:00,VVPR,690.2,0.33,2.58,2.58,1.63,1.68,397058,2.25
2024-06-05 04:00:00+00:00,ASNS,689.36,0.47,3.71,4.6,2.06,3.72,89575466,3.24
2023-08-31 04:00:00+00:00,SPIR,687.61,0.56,4.45,5.3,4.34,5.26,364851,3.89
2023-06-15 04:00:00+00:00,BOXL,680.49,0.31,2.4,2.67,2.12,2.22,305139,2.09
2024-03-04 05:00:00+00:00,IFBD,669.23,0.78,6.0,6.0,4.12,4.78,607744,5.22
2024-09-17 04:00:00+00:00,IVDA,655.74,0.24,1.81,1.88,1.61,1.73,198111,1.57
2023-09-25 04:00:00+00:00,FAMI,651.22,0.23,1.7,1.9,1.55,1.55,181462,1.47
2023-12-04 05:00:00+00:00,SYTA,648.25,0.43,3.21,3.4,2.85,3.1,127473,2.78
2023-07-10 04:00:00+00:00,AUID,646.43,0.94,7.0,7.28,6.0,6.43,180237,6.06
2023-11-15 05:00:00+00:00,RVSN,644.68,0.23,1.75,2.67,1.7,2.09,127416,1.52
2024-08-13 04:00:00+00:00,SHPH,638.01,0.3,2.2,2.25,1.84,2.0,116643,1.9
2024-11-11 05:00:00+00:00,VLCN,633.03,0.75,5.53,7.15,5.13,6.84,129054,4.78
